GOID,ONTOLOGY,TERM,LINK
GO:0051724,MF,NAD transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0051724
GO:0051726,BP,regulation of cell cycle,http://purl.obolibrary.org/obo/GO_0051726
GO:0051731,MF,polynucleotide 5'-hydroxyl-kinase activity,http://purl.obolibrary.org/obo/GO_0051731
GO:0051734,MF,polynucleotide kinase activity,http://purl.obolibrary.org/obo/GO_0051734
GO:0051738,MF,xanthophyll binding,http://purl.obolibrary.org/obo/GO_0051738
GO:0051740,MF,ethylene binding,http://purl.obolibrary.org/obo/GO_0051740
GO:0051741,MF,"2-methyl-6-phytyl-1,4-benzoquinone methyltransferase activity",http://purl.obolibrary.org/obo/GO_0051741
GO:0051743,MF,red chlorophyll catabolite reductase activity,http://purl.obolibrary.org/obo/GO_0051743
GO:0051744,MF,"3,8-divinyl protochlorophyllide a 8-vinyl reductase activity",http://purl.obolibrary.org/obo/GO_0051744
GO:0051746,MF,thalianol synthase activity,http://purl.obolibrary.org/obo/GO_0051746
GO:0051747,MF,cytosine C-5 DNA demethylase activity,http://purl.obolibrary.org/obo/GO_0051747
GO:0051748,MF,UTP-monosaccharide-1-phosphate uridylyltransferase activity,http://purl.obolibrary.org/obo/GO_0051748
GO:0051749,MF,indole acetic acid carboxyl methyltransferase activity,http://purl.obolibrary.org/obo/GO_0051749
GO:0051750,MF,"delta3,5-delta2,4-dienoyl-CoA isomerase activity",http://purl.obolibrary.org/obo/GO_0051750
GO:0051751,MF,"alpha-1,4-mannosyltransferase activity",http://purl.obolibrary.org/obo/GO_0051751
GO:0051752,MF,"phosphoglucan, water dikinase activity",http://purl.obolibrary.org/obo/GO_0051752
GO:0051753,MF,mannan synthase activity,http://purl.obolibrary.org/obo/GO_0051753
GO:0051754,BP,"meiotic sister chromatid cohesion, centromeric",http://purl.obolibrary.org/obo/GO_0051754
GO:0051761,BP,sesquiterpene metabolic process,http://purl.obolibrary.org/obo/GO_0051761
GO:0051762,BP,sesquiterpene biosynthetic process,http://purl.obolibrary.org/obo/GO_0051762
GO:0051764,BP,actin crosslink formation,http://purl.obolibrary.org/obo/GO_0051764
GO:0051765,MF,inositol tetrakisphosphate kinase activity,http://purl.obolibrary.org/obo/GO_0051765
GO:0051766,MF,inositol trisphosphate kinase activity,http://purl.obolibrary.org/obo/GO_0051766
GO:0051775,BP,response to redox state,http://purl.obolibrary.org/obo/GO_0051775
GO:0051776,BP,detection of redox state,http://purl.obolibrary.org/obo/GO_0051776
GO:0051777,MF,ent-kaurenoate oxidase activity,http://purl.obolibrary.org/obo/GO_0051777
GO:0051781,BP,positive regulation of cell division,http://purl.obolibrary.org/obo/GO_0051781
GO:0051782,BP,negative regulation of cell division,http://purl.obolibrary.org/obo/GO_0051782
GO:0051783,BP,regulation of nuclear division,http://purl.obolibrary.org/obo/GO_0051783
GO:0051784,BP,negative regulation of nuclear division,http://purl.obolibrary.org/obo/GO_0051784
GO:0051785,BP,positive regulation of nuclear division,http://purl.obolibrary.org/obo/GO_0051785
GO:0051787,MF,misfolded protein binding,http://purl.obolibrary.org/obo/GO_0051787
GO:0051788,BP,response to misfolded protein,http://purl.obolibrary.org/obo/GO_0051788
GO:0051791,BP,medium-chain fatty acid metabolic process,http://purl.obolibrary.org/obo/GO_0051791
GO:0051792,BP,medium-chain fatty acid biosynthetic process,http://purl.obolibrary.org/obo/GO_0051792
GO:0051793,BP,medium-chain fatty acid catabolic process,http://purl.obolibrary.org/obo/GO_0051793
GO:0051851,BP,modulation by host of symbiont process,http://purl.obolibrary.org/obo/GO_0051851
GO:0051861,MF,glycolipid binding,http://purl.obolibrary.org/obo/GO_0051861
GO:0051864,MF,histone H3-methyl-lysine-36 demethylase activity,http://purl.obolibrary.org/obo/GO_0051864
GO:0051865,BP,protein autoubiquitination,http://purl.obolibrary.org/obo/GO_0051865
GO:0051879,MF,Hsp90 protein binding,http://purl.obolibrary.org/obo/GO_0051879
GO:0051880,MF,G-quadruplex DNA binding,http://purl.obolibrary.org/obo/GO_0051880
GO:0051899,BP,membrane depolarization,http://purl.obolibrary.org/obo/GO_0051899
GO:0051903,MF,S-(hydroxymethyl)glutathione dehydrogenase activity,http://purl.obolibrary.org/obo/GO_0051903
GO:0051920,MF,peroxiredoxin activity,http://purl.obolibrary.org/obo/GO_0051920
GO:0051923,BP,sulfation,http://purl.obolibrary.org/obo/GO_0051923
GO:0051924,BP,regulation of calcium ion transport,http://purl.obolibrary.org/obo/GO_0051924
GO:0051938,BP,L-glutamate import,http://purl.obolibrary.org/obo/GO_0051938
GO:0051952,BP,regulation of amine transport,http://purl.obolibrary.org/obo/GO_0051952
GO:0051955,BP,regulation of amino acid transport,http://purl.obolibrary.org/obo/GO_0051955
GO:0051958,BP,methotrexate transport,http://purl.obolibrary.org/obo/GO_0051958
GO:0051959,MF,dynein light intermediate chain binding,http://purl.obolibrary.org/obo/GO_0051959
GO:0051972,BP,regulation of telomerase activity,http://purl.obolibrary.org/obo/GO_0051972
GO:0051973,BP,positive regulation of telomerase activity,http://purl.obolibrary.org/obo/GO_0051973
GO:0051980,MF,iron-nicotianamine transmembrane transporter activity,http://purl.obolibrary.org/obo/GO_0051980
GO:0051983,BP,regulation of chromosome segregation,http://purl.obolibrary.org/obo/GO_0051983
GO:0051985,BP,negative regulation of chromosome segregation,http://purl.obolibrary.org/obo/GO_0051985
GO:0051990,MF,(R)-2-hydroxyglutarate dehydrogenase activity,http://purl.obolibrary.org/obo/GO_0051990
GO:0051993,MF,abscisic acid glucose ester beta-glucosidase activity,http://purl.obolibrary.org/obo/GO_0051993
GO:0051995,MF,Se-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0051995
GO:0051996,MF,squalene synthase activity,http://purl.obolibrary.org/obo/GO_0051996
GO:0051997,MF,2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase activity,http://purl.obolibrary.org/obo/GO_0051997
GO:0051998,MF,protein carboxyl O-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0051998
GO:0051999,BP,mannosyl-inositol phosphorylceramide biosynthetic process,http://purl.obolibrary.org/obo/GO_0051999
GO:0052093,BP,formation of specialized structure for nutrient acquisition,http://purl.obolibrary.org/obo/GO_0052093
GO:0052096,BP,formation of syncytium involving giant cell for nutrient acquisition,http://purl.obolibrary.org/obo/GO_0052096
GO:0052314,BP,phytoalexin metabolic process,http://purl.obolibrary.org/obo/GO_0052314
GO:0052315,BP,phytoalexin biosynthetic process,http://purl.obolibrary.org/obo/GO_0052315
GO:0052317,BP,camalexin metabolic process,http://purl.obolibrary.org/obo/GO_0052317
GO:0052318,BP,regulation of phytoalexin metabolic process,http://purl.obolibrary.org/obo/GO_0052318
GO:0052319,BP,regulation of phytoalexin biosynthetic process,http://purl.obolibrary.org/obo/GO_0052319
GO:0052320,BP,positive regulation of phytoalexin metabolic process,http://purl.obolibrary.org/obo/GO_0052320
GO:0052322,BP,positive regulation of phytoalexin biosynthetic process,http://purl.obolibrary.org/obo/GO_0052322
GO:0052324,BP,plant-type cell wall cellulose biosynthetic process,http://purl.obolibrary.org/obo/GO_0052324
GO:0052325,BP,cell wall pectin biosynthetic process,http://purl.obolibrary.org/obo/GO_0052325
GO:0052381,MF,tRNA dimethylallyltransferase activity,http://purl.obolibrary.org/obo/GO_0052381
GO:0052386,BP,cell wall thickening,http://purl.obolibrary.org/obo/GO_0052386
GO:0052482,BP,defense response by cell wall thickening,http://purl.obolibrary.org/obo/GO_0052482
GO:0052541,BP,plant-type cell wall cellulose metabolic process,http://purl.obolibrary.org/obo/GO_0052541
GO:0052542,BP,defense response by callose deposition,http://purl.obolibrary.org/obo/GO_0052542
GO:0052543,BP,callose deposition in cell wall,http://purl.obolibrary.org/obo/GO_0052543
GO:0052544,BP,defense response by callose deposition in cell wall,http://purl.obolibrary.org/obo/GO_0052544
GO:0052545,BP,callose localization,http://purl.obolibrary.org/obo/GO_0052545
GO:0052546,BP,cell wall pectin metabolic process,http://purl.obolibrary.org/obo/GO_0052546
GO:0052547,BP,regulation of peptidase activity,http://purl.obolibrary.org/obo/GO_0052547
GO:0052548,BP,regulation of endopeptidase activity,http://purl.obolibrary.org/obo/GO_0052548
GO:0052573,BP,UDP-D-galactose metabolic process,http://purl.obolibrary.org/obo/GO_0052573
GO:0052575,BP,carbohydrate localization,http://purl.obolibrary.org/obo/GO_0052575
GO:0052576,BP,carbohydrate storage,http://purl.obolibrary.org/obo/GO_0052576
GO:0052577,MF,germacrene-D synthase activity,http://purl.obolibrary.org/obo/GO_0052577
GO:0052578,MF,alpha-farnesene synthase activity,http://purl.obolibrary.org/obo/GO_0052578
GO:0052579,MF,"(+)-pulegone reductase, (+)-isomenthone as substrate, activity",http://purl.obolibrary.org/obo/GO_0052579
GO:0052580,MF,"(+)-pulegone reductase, (-)-menthone as substrate, activity",http://purl.obolibrary.org/obo/GO_0052580
GO:0052581,MF,(-)-isopiperitenone reductase activity,http://purl.obolibrary.org/obo/GO_0052581
GO:0052582,MF,(+)-menthofuran synthase activity,http://purl.obolibrary.org/obo/GO_0052582
GO:0052592,MF,"oxidoreductase activity, acting on CH or CH2 groups, with an iron-sulfur protein as acceptor",http://purl.obolibrary.org/obo/GO_0052592
GO:0052595,MF,aliphatic-amine oxidase activity,http://purl.obolibrary.org/obo/GO_0052595
GO:0052597,MF,diamine oxidase activity,http://purl.obolibrary.org/obo/GO_0052597
GO:0052599,MF,methylputrescine oxidase activity,http://purl.obolibrary.org/obo/GO_0052599
GO:0052615,MF,ent-kaurene oxidase activity,http://purl.obolibrary.org/obo/GO_0052615
GO:0052621,MF,diguanylate cyclase activity,http://purl.obolibrary.org/obo/GO_0052621
GO:0052622,MF,ATP dimethylallyltransferase activity,http://purl.obolibrary.org/obo/GO_0052622
GO:0052623,MF,ADP dimethylallyltransferase activity,http://purl.obolibrary.org/obo/GO_0052623
GO:0052624,MF,"2-phytyl-1,4-naphthoquinone methyltransferase activity",http://purl.obolibrary.org/obo/GO_0052624
GO:0052625,MF,4-aminobenzoate amino acid synthetase activity,http://purl.obolibrary.org/obo/GO_0052625
GO:0052626,MF,benzoate amino acid synthetase activity,http://purl.obolibrary.org/obo/GO_0052626
GO:0052627,MF,vanillate amino acid synthetase activity,http://purl.obolibrary.org/obo/GO_0052627
GO:0052628,MF,4-hydroxybenzoate amino acid synthetase activity,http://purl.obolibrary.org/obo/GO_0052628
GO:0052629,MF,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity",http://purl.obolibrary.org/obo/GO_0052629
GO:0052630,MF,UDP-N-acetylgalactosamine diphosphorylase activity,http://purl.obolibrary.org/obo/GO_0052630
GO:0052631,MF,sphingolipid delta-8 desaturase activity,http://purl.obolibrary.org/obo/GO_0052631
GO:0052634,MF,C-19 gibberellin 2-beta-dioxygenase activity,http://purl.obolibrary.org/obo/GO_0052634
GO:0052635,MF,C-20 gibberellin 2-beta-dioxygenase activity,http://purl.obolibrary.org/obo/GO_0052635
GO:0052636,MF,arabinosyltransferase activity,http://purl.obolibrary.org/obo/GO_0052636
GO:0052637,MF,delta 3-trans-hexadecenoic acid phosphatidylglycerol desaturase activity,http://purl.obolibrary.org/obo/GO_0052637
GO:0052638,MF,indole-3-butyrate beta-glucosyltransferase activity,http://purl.obolibrary.org/obo/GO_0052638
GO:0052639,MF,salicylic acid glucosyltransferase (ester-forming) activity,http://purl.obolibrary.org/obo/GO_0052639
GO:0052640,MF,salicylic acid glucosyltransferase (glucoside-forming) activity,http://purl.obolibrary.org/obo/GO_0052640
GO:0052641,MF,benzoic acid glucosyltransferase activity,http://purl.obolibrary.org/obo/GO_0052641
GO:0052642,MF,lysophosphatidic acid phosphatase activity,http://purl.obolibrary.org/obo/GO_0052642
GO:0052646,BP,alditol phosphate metabolic process,http://purl.obolibrary.org/obo/GO_0052646
GO:0052651,BP,monoacylglycerol catabolic process,http://purl.obolibrary.org/obo/GO_0052651
GO:0052652,BP,cyclic purine nucleotide metabolic process,http://purl.obolibrary.org/obo/GO_0052652
GO:0052654,MF,L-leucine transaminase activity,http://purl.obolibrary.org/obo/GO_0052654
GO:0052655,MF,L-valine transaminase activity,http://purl.obolibrary.org/obo/GO_0052655
GO:0052656,MF,L-isoleucine transaminase activity,http://purl.obolibrary.org/obo/GO_0052656
GO:0052658,MF,"inositol-1,4,5-trisphosphate 5-phosphatase activity",http://purl.obolibrary.org/obo/GO_0052658
GO:0052662,MF,zeaxanthin epoxidase activity,http://purl.obolibrary.org/obo/GO_0052662
GO:0052665,MF,tRNA (uracil-2'-O-)-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0052665
GO:0052667,MF,phosphomethylethanolamine N-methyltransferase activity,http://purl.obolibrary.org/obo/GO_0052667
GO:0052668,MF,CTP:farnesol kinase activity,http://purl.obolibrary.org/obo/GO_0052668
GO:0052670,MF,geraniol kinase activity,http://purl.obolibrary.org/obo/GO_0052670
GO:0052671,MF,geranylgeraniol kinase activity,http://purl.obolibrary.org/obo/GO_0052671
GO:0052673,MF,prenol kinase activity,http://purl.obolibrary.org/obo/GO_0052673
GO:0052678,MF,levopimaradiene synthase activity,http://purl.obolibrary.org/obo/GO_0052678
GO:0052684,MF,"L-serine hydro-lyase (adding indole, L-tryptophan-forming) activity",http://purl.obolibrary.org/obo/GO_0052684
GO:0052689,MF,carboxylic ester hydrolase activity,http://purl.obolibrary.org/obo/GO_0052689
GO:0052691,MF,UDP-arabinopyranose mutase activity,http://purl.obolibrary.org/obo/GO_0052691
GO:0052692,MF,raffinose alpha-galactosidase activity,http://purl.obolibrary.org/obo/GO_0052692
GO:0052694,MF,jasmonoyl-isoleucine-12-hydroxylase activity,http://purl.obolibrary.org/obo/GO_0052694
GO:0052717,MF,tRNA-specific adenosine-34 deaminase activity,http://purl.obolibrary.org/obo/GO_0052717
GO:0052722,MF,fatty acid in-chain hydroxylase activity,http://purl.obolibrary.org/obo/GO_0052722
GO:0052725,MF,"inositol-1,3,4-trisphosphate 6-kinase activity",http://purl.obolibrary.org/obo/GO_0052725
GO:0052726,MF,"inositol-1,3,4-trisphosphate 5-kinase activity",http://purl.obolibrary.org/obo/GO_0052726
GO:0052731,MF,phosphocholine phosphatase activity,http://purl.obolibrary.org/obo/GO_0052731
GO:0052732,MF,phosphoethanolamine phosphatase activity,http://purl.obolibrary.org/obo/GO_0052732
GO:0052736,MF,beta-glucanase activity,http://purl.obolibrary.org/obo/GO_0052736
GO:0052739,MF,phosphatidylserine 1-acylhydrolase activity,http://purl.obolibrary.org/obo/GO_0052739
GO:0052742,MF,phosphatidylinositol kinase activity,http://purl.obolibrary.org/obo/GO_0052742
GO:0052743,MF,inositol tetrakisphosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0052743
GO:0052744,MF,phosphatidylinositol monophosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0052744
GO:0052745,MF,inositol phosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0052745
GO:0052748,MF,baicalin beta-D-glucuronidase activity,http://purl.obolibrary.org/obo/GO_0052748
GO:0052751,MF,GDP-mannose hydrolase activity,http://purl.obolibrary.org/obo/GO_0052751
GO:0052793,MF,pectin acetylesterase activity,http://purl.obolibrary.org/obo/GO_0052793
GO:0052815,MF,medium-chain acyl-CoA hydrolase activity,http://purl.obolibrary.org/obo/GO_0052815
GO:0052816,MF,long-chain acyl-CoA hydrolase activity,http://purl.obolibrary.org/obo/GO_0052816
GO:0052834,MF,inositol monophosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0052834
GO:0052835,MF,"inositol-3,4,6-trisphosphate 1-kinase activity",http://purl.obolibrary.org/obo/GO_0052835
GO:0052842,MF,inositol diphosphate pentakisphosphate diphosphatase activity,http://purl.obolibrary.org/obo/GO_0052842
GO:0052845,MF,"inositol-5-diphosphate-1,2,3,4,6-pentakisphosphate diphosphatase activity",http://purl.obolibrary.org/obo/GO_0052845
GO:0052856,MF,NADHX epimerase activity,http://purl.obolibrary.org/obo/GO_0052856
GO:0052857,MF,NADPHX epimerase activity,http://purl.obolibrary.org/obo/GO_0052857
GO:0052858,MF,peptidyl-lysine acetyltransferase activity,http://purl.obolibrary.org/obo/GO_0052858
GO:0052861,MF,"glucan endo-1,3-beta-glucanase activity, C-3 substituted reducing group",http://purl.obolibrary.org/obo/GO_0052861
GO:0052866,MF,phosphatidylinositol phosphate phosphatase activity,http://purl.obolibrary.org/obo/GO_0052866
GO:0052880,MF,"oxidoreductase activity, acting on diphenols and related substances as donors, with copper protein as acceptor",http://purl.obolibrary.org/obo/GO_0052880
GO:0052883,MF,tyrosine ammonia-lyase activity,http://purl.obolibrary.org/obo/GO_0052883
GO:0052886,MF,"9,9'-dicis-carotene:quinone oxidoreductase activity",http://purl.obolibrary.org/obo/GO_0052886
GO:0052889,BP,"9,9'-di-cis-zeta-carotene desaturation to 7,9,7',9'-tetra-cis-lycopene",http://purl.obolibrary.org/obo/GO_0052889
GO:0052890,MF,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",http://purl.obolibrary.org/obo/GO_0052890
GO:0052894,MF,norspermine:oxygen oxidoreductase activity,http://purl.obolibrary.org/obo/GO_0052894
GO:0052901,MF,spermine:oxygen oxidoreductase (spermidine-forming) activity,http://purl.obolibrary.org/obo/GO_0052901
GO:0052903,MF,N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity,http://purl.obolibrary.org/obo/GO_0052903
